3.6,0.746,1.224,0.828000009059906
3.6,0.746,1.222,0.833000004291534
3.6,0.746,1.206,0.825999975204468
3.6,0.746,3.235,0.811999976634979
3.6,0.746,3.263,0.809000015258789
3.6,0.746,3.223,0.797999978065491
3.39400005340576,0.746,3.227,0.796999990940094
3.32699990272522,0.746,3.283,0.787000000476837
3.29200005531311,0.746,3.29,0.781000018119812
3.6,0.746,3.386,0.773000001907349
3.6,0.746,3.288,0.768999993801117
3.6,0.746,3.325,0.755999982357025
3.6,0.746,3.256,0.754999995231628
3.6,0.746,3.179,0.763000011444092
3.27800011634827,0.746,3.169,0.769999980926514
3.6,0.746,3.162,0.753000020980835
3.6,0.746,3.331,0.758000016212463
3.6,0.746,0.784,0.750999987125397
3.6,0.746,0.778,0.741999983787537
3.6,0.746,0.776,0.74099999666214
3.6,0.746,0.793,0.737999975681305
3.6,0.746,0.782,0.736000001430512
0.779999971389771,0.746,0.782,0.742999970912933
3.6,0.731,0.782,0.744000017642975
0.250999987125397,0.731,3.6,0.736999988555908
0.33899998664856,0.731,3.6,0.741999983787537
0.603999972343445,0.731,3.6,0.734000027179718
3.6,0.731,3.6,0.728999972343445
3.6,0.731,3.6,0.744000017642975
0.666999995708466,0.731,3.6,0.751999974250793
3.6,0.731,3.471,0.745999991893768
3.6,0.731,3.397,0.75
3.6,0.731,3.6,0.75
3.6,0.731,3.6,0.748000025749206
3.6,0.731,3.6,0.758000016212463
3.6,0.731,3.6,0.763999998569489
3.6,0.731,3.6,0.75
3.6,0.731,3.6,0.749000012874603
3.6,0.731,3.6,0.753000020980835
3.6,0.731,3.6,0.767000019550324
3.6,0.731,3.6,0.774999976158142
3.6,0.731,3.6,0.764999985694885
3.6,0.731,3.6,0.763999998569489
3.6,0.731,3.6,0.773999989032745
3.6,0.731,3.6,0.805999994277954
3.6,0.731,3.6,0.681999981403351
0.763999998569489,0.638,0.794,0.730000019073486
0.759999990463257,0.638,0.787,0.796000003814697
0.799000024795532,0.638,0.81,0.791999995708466
0.811999976634979,0.638,0.815,0.788999974727631
0.76800000667572,0.638,0.803,0.754000008106232
0.763000011444092,0.638,0.795,0.736000001430512
0.75900000333786,0.638,0.788,0.726000010967255
0.748000025749206,0.638,0.78,0.716000020503998
0.751999974250793,0.638,0.78,0.709999978542328
3.6,0.638,0.782,0.697000026702881
3.6,0.638,0.955,0.686999976634979
3.6,0.638,0.944,0.699000000953674
3.6,0.638,0.943,0.700999975204468
3.6,0.638,0.912,0.703000009059906
3.6,0.638,0.705,0.697000026702881
3.6,0.638,0.703,0.689000010490418
3.6,0.638,0.698,0.681999981403351
3.6,0.638,0.695,0.674000024795532
3.6,0.638,0.881,0.665000021457672
3.6,0.638,0.886,0.657999992370606
3.6,0.638,2.743,0.649999976158142
3.6,0.638,2.911,0.638999998569489
3.6,0.638,3.061,0.633000016212463
3.15599989891052,0.552,3.022,0.629999995231628
3.13599991798401,0.552,2.983,0.625999987125397
3.6,0.552,3.04,0.620999991893768
3.6,0.552,3.018,0.623000025749206
3.6,0.552,3.167,0.619000017642975
3.6,0.552,3.128,0.615000009536743
3.6,0.552,3.128,0.611999988555908
3.6,0.552,3.101,0.617999970912933
3.16899991035461,0.552,3.019,0.61599999666214
3.6,0.552,2.892,0.614000022411346
3.6,0.552,0.621,0.611999988555908
3.6,0.552,0.622,0.609000027179718
3.6,0.552,0.607,0.60699999332428
3.6,0.552,0.609,0.605000019073486
3.6,0.552,0.611,0.602999985218048
0.630999982357025,0.552,0.605,0.605000019073486
0.63400000333786,0.552,0.608,0.601999998092651
0.637000024318695,0.552,0.604,0.601999998092651
0.623000025749206,0.552,0.607,0.600000023841858
0.610000014305115,0.552,0.596,0.600000023841858
0.612999975681305,0.552,0.596,0.600000023841858
0.555999994277954,0.552,0.6,0.601000010967255
